5.2899 	INFO 	Loaded monitor calibration from ['2024_11_21 21:11']
6.5013 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EDDDE5E050>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001EDDDE5DFF0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1, 1, 1]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001EDDDEF1840>, multiSample=False, name='window1', numSamples=2, pos=[283.0, 84.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.5014 	EXP 	window1: backgroundImage = ''
6.5014 	EXP 	window1: backgroundFit = 'none'
6.5258 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5268 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5275 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5284 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5295 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5302 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5308 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5317 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5320 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5324 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5330 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5337 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5343 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5350 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5356 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5363 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5369 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5373 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5377 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5386 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5390 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5393 	DEBUG 	Uploading Texture Font fontname to graphics card
6.5474 	DEBUG 	Upload of Texture Font fontname complete
6.5678 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5695 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5708 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5711 	DEBUG 	Uploading Texture Font fontname to graphics card
6.5789 	DEBUG 	Upload of Texture Font fontname complete
6.5816 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.5816 	EXP 	window1: recordFrameIntervals = False
6.7658 	EXP 	window1: recordFrameIntervals = True
6.9493 	EXP 	Screen (0) actual frame rate measured at 60.07Hz
6.9493 	EXP 	window1: recordFrameIntervals = False
6.9726 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9732 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9739 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9748 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9757 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9766 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9771 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9779 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9790 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9801 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9804 	DEBUG 	Uploading Texture Font fontname to graphics card
6.9814 	DEBUG 	Upload of Texture Font fontname complete
7.0050 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
10.2120 	INFO 	keyboard.Keyboard is using iohub backend.
10.2121 	INFO 	keyboard.Keyboard is using iohub backend.
10.2121 	INFO 	keyboard.Keyboard is using iohub backend.
10.2122 	INFO 	keyboard.Keyboard is using iohub backend.
10.2122 	INFO 	keyboard.Keyboard is using iohub backend.
10.2123 	EXP 	MentalRotation: status = STARTED
10.2465 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2492 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2510 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2532 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2556 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2584 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2601 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2618 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2633 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2663 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2685 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2716 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2733 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2756 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2779 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2799 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2824 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2844 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2866 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2890 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2918 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2942 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2971 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3001 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3029 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3057 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3089 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3117 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3148 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3172 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3209 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3242 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3273 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3296 	DEBUG 	Uploading Texture Font fontname to graphics card
10.3325 	DEBUG 	Upload of Texture Font fontname complete
10.3697 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3703 	DEBUG 	Uploading Texture Font fontname to graphics card
10.3739 	DEBUG 	Upload of Texture Font fontname complete
10.3875 	EXP 	Created image_L_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_L_3', opacity=1, ori=1.0, pos=array([-0.25,  0.2 ]), size=array([0.3, 0.3]), texRes=128, units='height', win=Window(...))
10.3944 	EXP 	Created image_R_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_R_3', opacity=1, ori=1.0, pos=array([0.25, 0.2 ]), size=array([0.3, 0.3]), texRes=128, units='height', win=Window(...))
10.4275 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4297 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4314 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4329 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4343 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4356 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4373 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4390 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4407 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4427 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4446 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4465 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4484 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4502 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4521 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4540 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4560 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4580 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4602 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4632 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4655 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4676 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4697 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4718 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4738 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4764 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4785 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4802 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4818 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4839 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4859 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4875 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4918 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4942 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4966 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4972 	DEBUG 	Uploading Texture Font fontname to graphics card
10.4989 	DEBUG 	Upload of Texture Font fontname complete
10.5288 	EXP 	Created image_L = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_L', opacity=1, ori=1.0, pos=array([-0.25,  0.  ]), size=array([0.3, 0.3]), texRes=128, units='height', win=Window(...))
10.5335 	EXP 	Created image_R = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_R', opacity=1, ori=1.0, pos=array([0.25, 0.  ]), size=array([0.3, 0.3]), texRes=128, units='height', win=Window(...))
10.6418 	EXP 	Created main_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='main_instr', opacity=1, ori=0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.6430 	EXP 	Created trial_count = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='trial_count', opacity=1, ori=0, pos=array([ 0.4, -0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.6443 	EXP 	Created fbtext = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fbtext', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
