9.1923 	INFO 	Loaded monitor calibration from ['2024_11_21 21:11']
10.7481 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002AE90A5F400>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002AE90A5F0A0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1, 1, 1]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002AE91AD1810>, multiSample=False, name='window1', numSamples=2, pos=[283.0, 84.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.7482 	EXP 	window1: backgroundImage = ''
10.7482 	EXP 	window1: backgroundFit = 'none'
10.7951 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7960 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7967 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7976 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7984 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7989 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.7995 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8004 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8007 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8010 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8016 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8023 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8028 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8036 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8044 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8051 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8058 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8062 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8066 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8076 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8086 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8107 	DEBUG 	Uploading Texture Font fontname to graphics card
10.8307 	DEBUG 	Upload of Texture Font fontname complete
10.8516 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8526 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8537 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8540 	DEBUG 	Uploading Texture Font fontname to graphics card
10.8762 	DEBUG 	Upload of Texture Font fontname complete
10.8785 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.8785 	EXP 	window1: recordFrameIntervals = False
11.0747 	EXP 	window1: recordFrameIntervals = True
11.2568 	EXP 	Screen (0) actual frame rate measured at 60.00Hz
11.2568 	EXP 	window1: recordFrameIntervals = False
11.2807 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.2821 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.2830 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.2840 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.2849 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.2858 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.2864 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.2876 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.2890 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.2904 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.2909 	DEBUG 	Uploading Texture Font fontname to graphics card
11.2920 	DEBUG 	Upload of Texture Font fontname complete
11.3439 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
14.7071 	INFO 	keyboard.Keyboard is using iohub backend.
14.7073 	INFO 	keyboard.Keyboard is using iohub backend.
14.7073 	INFO 	keyboard.Keyboard is using iohub backend.
14.7074 	INFO 	keyboard.Keyboard is using iohub backend.
14.7074 	INFO 	keyboard.Keyboard is using iohub backend.
14.7074 	EXP 	MentalRotation: status = STARTED
14.7293 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7301 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7306 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7312 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7318 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7325 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7329 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7332 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7336 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7349 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7357 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7367 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7372 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7379 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7386 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7390 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7400 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7406 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7414 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7423 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7433 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7442 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7451 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7461 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7471 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7481 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7492 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7503 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7515 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7523 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7540 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7554 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7565 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7580 	DEBUG 	Uploading Texture Font fontname to graphics card
14.7679 	DEBUG 	Upload of Texture Font fontname complete
14.7894 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.7898 	DEBUG 	Uploading Texture Font fontname to graphics card
14.7936 	DEBUG 	Upload of Texture Font fontname complete
